Sample;Distance in [km];Carrier;Country pair;Lead time;Equipment;Volume yearly [m3];Customer;Domestic;Origin region;Destination region;Holiday;Driver stress level;Loading meter;Driver exp in years;Inflation rate;Pick up time;Carrier Hub Loc;Price
2613;2195,56;Carrier2;TR-DE;73,18533333;Standard;6560;Customer1;no;Origin_south;Dest_west;1;19;3;17;4;14pm;FR;1766,796631
2614;773,338;Carrier3;FR-DE;25,77793333;Standard;400;Customer1;no;Origin_north;Dest_south;1;33;4;11;4;14pm;PL;933,077507
2615;773,629;Carrier4;CZ-DE;25,78763333;Standard;5040;Customer1;no;Origin_west;Dest_west;0;31;12;37;3;16pm;HU;956,3799105
2616;1040,247;Carrier5;DE-HU;34,6749;Standard;560;Customer1;no;Origin_north;Dest_north;0;13;5;38;0;16pm;NL;1072,772514
2617;437,1;Carrier6;DE-DE;14,57;Standard;2960;Customer1;yes;Origin_west;Dest_east;0;11;11;39;4;16pm;TR;772,6593249
2618;1391,07;Carrier7;DE-GB;46,369;Standard;3360;Customer1;no;Origin_east;Dest_south;0;33;9;27;-1;15pm;GB;1331,227797
2619;621,548;Carrier1;DE-FR;20,71826667;Standard;6480;Customer1;no;Origin_west;Dest_west;1;34;1;13;1;16pm;DE;892,995002
2620;461,824;Carrier2;DE-DE;15,39413333;Standard;6480;Customer1;yes;Origin_north;Dest_south;0;20;3;32;0;16pm;FR;793,3311762
2621;559,07;Carrier3;DE-DE;18,63566667;Standard;6560;Customer1;yes;Origin_east;Dest_south;0;40;3;26;4;16pm;PL;853,5902557
2622;554,662;Carrier4;NL-DE;18,48873333;Standard;1440;Customer1;no;Origin_east;Dest_east;0;26;1;33;3;15pm;HU;820,2550726
2623;1271,437;Carrier5;GB-DE;42,38123333;Standard;4800;Customer1;no;Origin_west;Dest_west;0;25;8;9;1;14pm;NL;1246,659112
2624;732,128;Carrier6;FR-DE;24,40426667;Standard;560;Customer1;no;Origin_north;Dest_south;0;22;0;21;-1;14pm;TR;923,9597399
2625;449,927;Carrier7;FR-DE;14,99756667;Standard;6160;Customer1;no;Origin_west;Dest_west;1;28;11;14;4;14pm;GB;806,4145659
2626;411,751;Carrier1;DE-DE;13,72503333;Standard;6400;Customer1;yes;Origin_north;Dest_south;1;31;0;32;0;14pm;DE;759,8977208
2627;1097,341;Carrier2;PL-DE;36,57803333;Standard;3440;Customer1;no;Origin_south;Dest_east;1;23;6;29;-1;14pm;FR;1116,266341
2628;301,057;Carrier3;DE-DE;10,03523333;Mega;880;Customer5;yes;Origin_south;Dest_east;0;39;9;13;2;14pm;PL;642,3969434
2629;833,598;Carrier4;DE-PL;27,7866;Standard;5200;Customer1;no;Origin_north;Dest_south;1;40;8;36;1;15pm;HU;991,5928886
2630;3568,955;Carrier5;TR-DE;118,9651667;Standard;2800;Customer1;no;Origin_east;Dest_east;0;17;6;23;-1;15pm;NL;2535,324023
2631;747,661;Carrier6;DE-CZ;24,92203333;Standard;6320;Customer3;no;Origin_north;Dest_south;1;40;7;32;4;16pm;TR;1018,674599
2632;121,525;Carrier7;DE-DE;4,050833333;Mega;3040;Customer4;yes;Origin_south;Dest_south;1;37;3;10;-1;16pm;GB;545,2569951
2633;381,575;Carrier1;DE-DE;12,71916667;Mega;4000;Customer4;yes;Origin_west;Dest_north;0;12;8;24;2;15pm;DE;673,3508305
2634;645,348;Carrier2;FR-DE;21,5116;Standard;5760;Customer1;no;Origin_north;Dest_west;1;14;4;13;4;15pm;FR;892,7576341
2635;795,457;Carrier3;DE-FR;26,51523333;Standard;2240;Customer1;no;Origin_south;Dest_east;0;27;4;12;4;15pm;PL;971,5435558
2636;388,792;Carrier4;DE-CZ;12,95973333;Mega;5680;Customer5;no;Origin_east;Dest_south;1;34;0;22;4;15pm;HU;720,9456889
2637;410,795;Carrier5;CZ-DE;13,69316667;Standard;4720;Customer5;no;Origin_south;Dest_north;1;10;5;15;2;16pm;NL;724,6656967
2638;241,889;Carrier6;DE-DE;8,062966667;Mega;2400;Customer2;yes;Origin_east;Dest_east;0;38;13;8;3;14pm;TR;687,4990534
2639;662,26;Carrier7;NL-DE;22,07533333;Standard;4240;Customer1;no;Origin_west;Dest_east;0;33;4;36;4;16pm;GB;913,9316643
2640;865,987;Carrier1;PL-DE;28,86623333;Standard;6320;Customer1;no;Origin_west;Dest_north;1;20;7;15;-1;14pm;DE;1000,092494
2641;1261,376;Carrier2;FR-DE;42,04586667;Standard;6160;Customer1;no;Origin_west;Dest_west;1;28;4;25;2;14pm;FR;1245,903784
2642;1086,624;Carrier3;FR-DE;36,2208;Standard;720;Customer1;no;Origin_east;Dest_east;0;13;9;18;4;16pm;PL;1113,457862
2643;502,026;Carrier4;DE-DE;16,7342;Mega;6000;Customer5;yes;Origin_west;Dest_north;1;11;0;36;4;14pm;HU;796,3577461
2644;1534,875;Carrier5;DE-GB;51,1625;Standard;3680;Customer1;no;Origin_south;Dest_east;1;32;2;15;1;14pm;NL;1406,426178
2645;1139,966;Carrier6;DE-GB;37,99886667;Standard;7680;Customer1;no;Origin_north;Dest_north;1;18;9;5;-1;15pm;TR;1213,755208
2646;858,349;Carrier7;DE-FR;28,61163333;Standard;1120;Customer1;no;Origin_west;Dest_north;1;17;1;35;-1;14pm;GB;1017,195967
2647;555,287;Carrier1;FR-DE;18,50956667;Standard;7200;Customer1;no;Origin_north;Dest_north;1;16;8;34;0;15pm;DE;847,0561373
2648;749,545;Carrier2;DE-GB;24,98483333;Mega;2400;Customer4;no;Origin_west;Dest_north;1;23;8;25;0;14pm;FR;884,8549667
2649;744,305;Carrier3;CZ-DE;24,81016667;Standard;7280;Customer1;no;Origin_east;Dest_north;0;32;4;28;2;15pm;PL;950,7159823
2650;613,51;Carrier4;DE-DE;20,45033333;Mega;4880;Customer2;yes;Origin_south;Dest_west;1;38;1;2;0;14pm;HU;907,1639688
2651;1185,901;Carrier5;GB-DE;39,53003333;Standard;5600;Customer1;no;Origin_north;Dest_south;0;14;11;4;-1;15pm;NL;1203,528252
2652;759,849;Carrier6;FR-DE;25,3283;Standard;7760;Customer1;no;Origin_west;Dest_south;1;16;0;34;0;15pm;TR;989,2704041
2653;417,173;Carrier7;DE-DE;13,90576667;Standard;3680;Customer1;yes;Origin_north;Dest_west;0;15;4;13;2;16pm;GB;770,6853177
2654;801,024;Carrier1;DE-HU;26,7008;Standard;2640;Customer1;no;Origin_west;Dest_west;0;18;14;11;3;14pm;DE;933,3952896
2655;232,716;Carrier2;FR-DE;7,7572;Standard;5680;Customer1;no;Origin_west;Dest_west;1;37;5;23;0;15pm;FR;657,5176627
2656;755,945;Carrier3;NL-DE;25,19816667;Standard;4640;Customer1;no;Origin_east;Dest_west;0;16;1;14;1;14pm;PL;952,3524483
2657;1070,226;Carrier4;DE-PL;35,6742;Standard;2880;Customer1;no;Origin_south;Dest_west;1;31;2;12;3;14pm;HU;1110,196584
2658;698,132;Carrier5;FR-DE;23,27106667;Standard;640;Customer1;no;Origin_north;Dest_east;0;25;0;12;2;15pm;NL;900,8003271
2659;1219,564;Carrier6;GB-DE;40,65213333;Standard;2480;Customer1;no;Origin_south;Dest_north;1;16;8;12;2;16pm;TR;1205,618332
2660;1505,548;Carrier7;GB-DE;50,18493333;Standard;1120;Customer1;no;Origin_east;Dest_west;0;39;0;25;0;14pm;GB;1363,31956
2661;291,21534;Carrier1;CZ-DE;9,707178;Standard;7120;Customer1;no;Origin_west;Dest_west;0;10;10;35;0;16pm;DE;683,0661708
2662;2239,019;Carrier2;TR-DE;74,63396667;Standard;2400;Customer1;no;Origin_south;Dest_south;1;15;0;39;3;16pm;FR;1762,89404
2663;981,232;Carrier3;DE-HU;32,70773333;Standard;4320;Customer1;no;Origin_south;Dest_south;0;12;12;37;2;16pm;PL;1056,304182
2664;1312,074;Carrier4;DE-PL;43,7358;Standard;6960;Customer1;no;Origin_south;Dest_south;0;39;2;8;0;14pm;HU;1275,83636
2665;821,422;Carrier5;DE-HU;27,38073333;Standard;5600;Customer1;no;Origin_east;Dest_east;1;16;8;30;2;15pm;NL;982,977048
2666;413,602;Carrier6;DE-DE;13,78673333;Standard;5520;Customer1;yes;Origin_north;Dest_north;1;28;14;29;0;15pm;TR;776,9075841
2667;481,905;Carrier7;DE-FR;16,0635;Standard;6960;Customer1;no;Origin_north;Dest_east;1;27;6;16;0;14pm;GB;843,3059699
2668;2713,772;Carrier1;TR-DE;90,45906667;Standard;3280;Customer1;no;Origin_west;Dest_east;0;11;9;3;1;14pm;DE;2034,556438
2669;189,966;Carrier2;DE-DE;6,3322;Standard;2640;Customer1;yes;Origin_east;Dest_west;0;18;11;8;4;16pm;FR;612,2623899
2670;1381,206;Carrier3;DE-FR;46,0402;Standard;5760;Customer1;no;Origin_west;Dest_west;1;17;0;39;2;14pm;PL;1328,921676
2671;252,457;Carrier4;DE-DE;8,415233333;Mega;2640;Customer4;yes;Origin_east;Dest_north;0;26;10;33;-1;14pm;HU;603,7450846
2672;1043,363;Carrier5;DE-FR;34,77876667;Standard;3680;Customer1;no;Origin_south;Dest_north;1;21;6;11;0;15pm;NL;1131,262767
2673;227,007;Carrier6;DE-FR;7,5669;Standard;880;Customer1;no;Origin_east;Dest_north;1;36;8;16;3;15pm;TR;652,0482808
2674;602,121;Carrier7;DE-DE;20,0707;Standard;2000;Customer1;yes;Origin_north;Dest_south;0;23;3;23;1;14pm;GB;864,3152324
2675;296,384;Carrier1;DE-DE;9,879466667;Mega;480;Customer2;yes;Origin_east;Dest_south;0;17;13;22;2;15pm;DE;683,2975055
2676;306,471;Carrier2;DE-DE;10,2157;Mega;5920;Customer2;yes;Origin_north;Dest_north;1;26;0;24;1;15pm;FR;730,8459024
2677;1383,65;Carrier3;DE-GB;46,12166667;Standard;7360;Customer1;no;Origin_north;Dest_south;0;21;14;28;0;14pm;PL;1336,950764
2678;943,762;Carrier4;GB-DE;31,45873333;Standard;6640;Customer1;no;Origin_east;Dest_south;1;12;0;3;-1;16pm;HU;1068,581839
2679;795,746;Carrier5;PL-DE;26,52486667;Standard;5680;Customer1;no;Origin_west;Dest_south;1;25;0;22;-1;14pm;NL;973,3672674
2680;296,384;Carrier6;DE-DE;9,879466667;Mega;4640;Customer2;yes;Origin_east;Dest_south;1;36;4;31;1;14pm;TR;733,9388294
2681;725,694;Carrier7;NL-DE;24,1898;Standard;7840;Customer1;no;Origin_west;Dest_east;0;19;9;7;1;14pm;GB;974,8021843
2682;1041,431;Carrier1;DE-PL;34,71436667;Standard;1280;Customer1;no;Origin_south;Dest_west;1;21;1;17;-1;15pm;DE;1069,607445
2683;2774,45;Carrier2;TR-DE;92,48166667;Standard;1280;Customer1;no;Origin_east;Dest_south;0;14;8;21;1;15pm;FR;2059,708469
2684;425,187;Carrier3;DE-FR;14,1729;Standard;5440;Customer1;no;Origin_west;Dest_south;1;15;7;26;2;14pm;PL;782,9794305
2685;1165,279;Carrier4;PL-DE;38,84263333;Standard;6000;Customer1;no;Origin_west;Dest_south;1;17;14;16;-1;16pm;HU;1181,324525
2686;1258,831;Carrier5;PL-DE;41,96103333;Standard;7280;Customer1;no;Origin_east;Dest_west;0;14;11;13;1;16pm;NL;1247,706569
2687;1364,494;Carrier6;GB-DE;45,48313333;Standard;2400;Customer1;no;Origin_south;Dest_north;0;36;3;33;2;16pm;TR;1287,494994
2688;457,405;Carrier7;CZ-DE;15,24683333;Mega;5600;Customer5;no;Origin_north;Dest_north;1;40;10;4;1;14pm;GB;768,2197887
2689;762,439;Carrier1;DE-CZ;25,41463333;Standard;800;Customer1;no;Origin_east;Dest_north;1;27;10;6;2;16pm;DE;912,0135483
2690;529,064;Carrier2;NL-DE;17,63546667;Standard;5760;Customer1;no;Origin_west;Dest_west;0;34;5;16;3;15pm;FR;826,6269786
2691;643,253;Carrier3;FR-DE;21,44176667;Standard;6160;Customer1;no;Origin_south;Dest_north;0;12;1;19;1;15pm;PL;898,6958466
2692;496,035;Carrier4;DE-CZ;16,5345;Standard;4400;Customer1;no;Origin_north;Dest_north;1;29;1;12;-1;14pm;HU;798,4734113
2693;818,323;Carrier5;DE-HU;27,27743333;Standard;1280;Customer1;no;Origin_east;Dest_west;0;10;12;39;1;14pm;NL;951,5073789
2694;635,205;Carrier6;NL-DE;21,1735;Standard;640;Customer1;no;Origin_west;Dest_south;1;33;10;3;1;16pm;TR;869,3834191
2695;712,567;Carrier7;DE-PL;23,75223333;Standard;2960;Customer1;no;Origin_east;Dest_north;1;14;5;20;1;14pm;GB;920,5430326
2696;3432,77597;Carrier1;TR-DE;114,4258657;Standard;7680;Customer1;no;Origin_south;Dest_south;0;15;3;21;1;15pm;DE;2473,805612
2697;625,288;Carrier2;DE-CZ;20,84293333;Standard;4400;Customer3;no;Origin_south;Dest_north;0;35;6;13;-1;16pm;FR;918,2095037
2698;831,773;Carrier3;DE-FR;27,72576667;Standard;7600;Customer1;no;Origin_east;Dest_south;0;33;12;9;3;16pm;PL;1029,058172
2699;1003,96;Carrier4;FR-DE;33,46533333;Standard;4080;Customer1;no;Origin_south;Dest_south;0;21;8;10;4;16pm;HU;1093,978357
2700;397,751;Carrier5;DE-DE;13,25836667;Mega;3600;Customer5;yes;Origin_south;Dest_east;1;22;6;37;1;15pm;NL;724,9175466
2701;1083,026;Carrier6;GB-DE;36,10086667;Standard;6640;Customer1;no;Origin_south;Dest_north;0;17;9;26;2;14pm;TR;1156,579271
2702;1126,312;Carrier7;DE-GB;37,54373333;Standard;7840;Customer1;no;Origin_north;Dest_west;0;27;2;8;4;14pm;GB;1211,490204
2703;641,225;Carrier1;PL-DE;21,37416667;Mega;7920;Customer5;no;Origin_north;Dest_north;0;30;3;18;4;16pm;DE;857,9248318
2704;1037,439;Carrier2;GB-DE;34,5813;Standard;4560;Customer1;no;Origin_north;Dest_west;1;22;14;32;-1;16pm;FR;1098,715841
2705;834,17;Carrier3;FR-DE;27,80566667;Standard;6080;Customer1;no;Origin_north;Dest_north;1;17;10;23;3;14pm;PL;1006,762442
2706;744,619;Carrier4;NL-DE;24,82063333;Standard;6560;Customer1;no;Origin_west;Dest_west;0;10;14;20;3;16pm;HU;963,5543964
2707;1149,159;Carrier5;PL-DE;38,3053;Standard;6480;Customer1;no;Origin_west;Dest_south;0;38;11;6;-1;14pm;NL;1179,870195
2708;829,007;Carrier6;DE-HU;27,63356667;Standard;2320;Customer1;no;Origin_east;Dest_west;0;12;0;35;2;16pm;TR;969,1465366
2709;665,326;Carrier7;PL-DE;22,17753333;Standard;3040;Customer1;no;Origin_west;Dest_east;0;20;3;20;4;14pm;GB;889,8063626
2710;1306,159;Carrier1;DE-PL;43,53863333;Standard;400;Customer1;no;Origin_west;Dest_south;0;36;6;4;2;14pm;DE;1214,144284
2711;704,165;Carrier2;DE-PL;23,47216667;Standard;2880;Customer1;no;Origin_west;Dest_west;1;24;10;30;0;14pm;FR;893,1787931
2712;171,224;Carrier3;DE-DE;5,707466667;Standard;3840;Customer1;yes;Origin_north;Dest_north;1;33;3;9;-1;15pm;PL;614,2744262
2713;109,83;Carrier4;DE-DE;3,661;Mega;4480;Customer4;yes;Origin_west;Dest_north;1;38;12;15;3;14pm;HU;535,3244013
2714;1093,045;Carrier5;FR-DE;36,43483333;Standard;4800;Customer1;no;Origin_east;Dest_south;1;19;10;28;1;15pm;NL;1154,008093
2715;1412,104;Carrier6;DE-GB;47,07013333;Standard;400;Customer1;no;Origin_south;Dest_east;0;39;12;37;1;14pm;TR;1318,409574
2716;1441,382;Carrier7;PL-DE;48,04606667;Standard;5120;Customer1;no;Origin_east;Dest_north;1;33;6;23;0;15pm;GB;1345,527392
2717;953,908;Carrier1;CZ-DE;31,79693333;Mega;1840;Customer5;no;Origin_east;Dest_west;1;10;7;26;3;15pm;DE;998,3243037
2718;983,747;Carrier2;PL-DE;32,79156667;Standard;6320;Customer1;no;Origin_south;Dest_east;0;35;11;23;-1;14pm;FR;1071,468885
2719;286,65;Carrier3;DE-CZ;9,555;Mega;800;Customer5;no;Origin_west;Dest_east;1;39;1;37;2;15pm;PL;624,8855359
2720;724,531;Carrier4;NL-DE;24,15103333;Standard;5840;Customer1;no;Origin_west;Dest_east;1;35;9;7;-1;15pm;HU;947,1602443
2721;426,452;Carrier5;DE-DE;14,21506667;Standard;2240;Customer1;yes;Origin_south;Dest_west;1;24;5;5;1;14pm;NL;757,2598277
2722;176,188;Carrier6;DE-CZ;5,872933333;Mega;480;Customer2;no;Origin_west;Dest_west;0;23;11;13;2;16pm;TR;628,1173123
2723;732,62;Carrier7;FR-DE;24,42066667;Standard;480;Customer1;no;Origin_west;Dest_west;0;10;4;26;2;16pm;GB;928,0945935
2724;984,278;Carrier1;DE-HU;32,80926667;Standard;5600;Customer1;no;Origin_east;Dest_east;1;38;8;26;4;15pm;DE;1058,017506
2725;709,612;Carrier2;NL-DE;23,65373333;Standard;3360;Customer1;no;Origin_east;Dest_east;1;28;14;22;-1;16pm;FR;912,7966399
2726;441,159;Carrier3;DE-FR;14,7053;Standard;1600;Customer1;no;Origin_east;Dest_west;1;25;9;15;3;15pm;PL;765,619486
2727;1297,73;Carrier4;PL-DE;43,25766667;Standard;4320;Customer1;no;Origin_east;Dest_west;1;24;1;35;-1;14pm;HU;1245,107834
2728;1542,072;Carrier5;GB-DE;51,4024;Standard;5040;Customer1;no;Origin_west;Dest_south;1;23;3;13;3;15pm;NL;1402,274441
2729;964,691;Carrier6;PL-DE;32,15636667;Standard;7120;Customer1;no;Origin_east;Dest_west;1;11;0;34;1;15pm;TR;1083,800852
2730;225,218;Carrier7;DE-DE;7,507266667;Standard;960;Customer1;yes;Origin_north;Dest_south;0;34;5;35;0;14pm;GB;642,8023758
2731;1359,622;Carrier1;DE-FR;45,32073333;Standard;4480;Customer1;no;Origin_south;Dest_south;1;37;4;10;1;14pm;DE;1299,006001
2732;565,662;Carrier2;NL-DE;18,8554;Standard;3600;Customer1;no;Origin_west;Dest_east;0;28;4;14;0;14pm;FR;832,5802948
2733;1057,765;Carrier3;DE-HU;35,25883333;Standard;5120;Customer1;no;Origin_north;Dest_north;1;25;5;9;-1;16pm;PL;1105,319951
2734;996,346;Carrier4;DE-PL;33,21153333;Standard;5120;Customer1;no;Origin_west;Dest_west;1;13;11;17;3;14pm;HU;1083,58198
2735;1242,182;Carrier5;FR-DE;41,40606667;Standard;2240;Customer1;no;Origin_south;Dest_north;0;26;4;9;2;14pm;NL;1221,24293
2736;3263,99216;Carrier6;TR-DE;108,7997387;Standard;1840;Customer1;no;Origin_south;Dest_south;1;24;11;38;3;14pm;TR;2359,649599
2737;1307,117;Carrier7;GB-DE;43,57056667;Standard;1200;Customer1;no;Origin_south;Dest_north;0;31;11;34;0;14pm;GB;1250,995973
2738;929,149;Carrier1;PL-DE;30,97163333;Mega;2240;Customer4;no;Origin_east;Dest_west;1;13;8;18;1;16pm;DE;955,0823172
2739;3537,172;Carrier2;TR-DE;117,9057333;Standard;8000;Customer1;no;Origin_north;Dest_south;0;22;6;14;4;16pm;FR;2539,772882
2740;435,037;Carrier3;DE-DE;14,50123333;Mega;6000;Customer4;yes;Origin_south;Dest_south;1;11;2;22;-1;16pm;PL;726,3330327
2741;1168,525;Carrier4;DE-GB;38,95083333;Standard;2400;Customer1;no;Origin_west;Dest_north;0;10;10;36;0;16pm;HU;1184,791919
2742;796,259;Carrier5;NL-DE;26,54196667;Standard;4400;Customer1;no;Origin_west;Dest_east;0;29;1;36;4;16pm;NL;982,4622396
2743;1001,777;Carrier6;FR-DE;33,39256667;Standard;800;Customer1;no;Origin_north;Dest_north;1;16;3;10;2;15pm;TR;1078,944281
2744;991,073;Carrier7;FR-DE;33,03576667;Standard;6160;Customer1;no;Origin_east;Dest_east;1;34;8;34;2;16pm;GB;1114,17376
2745;283,902;Carrier1;DE-CZ;9,4634;Standard;5440;Customer1;no;Origin_west;Dest_south;1;21;7;20;2;15pm;DE;671,7424303
2746;492,377;Carrier2;PL-DE;16,41256667;Mega;3120;Customer5;no;Origin_north;Dest_west;0;29;10;15;3;16pm;FR;744,6392377
2747;662,854;Carrier3;FR-DE;22,09513333;Standard;1760;Customer1;no;Origin_west;Dest_north;0;33;12;19;3;16pm;PL;879,5953107
2748;1300,572;Carrier4;FR-DE;43,3524;Standard;3760;Customer1;no;Origin_north;Dest_north;1;33;14;37;0;15pm;HU;1260,502464
2749;2943,03243;Carrier5;TR-DE;98,101081;Standard;4800;Customer1;no;Origin_west;Dest_north;1;40;12;31;1;15pm;NL;2193,0408
2750;1249,924;Carrier6;DE-FR;41,66413333;Standard;6880;Customer1;no;Origin_west;Dest_east;0;20;7;16;-1;14pm;TR;1275,163875
2751;889,845;Carrier7;FR-DE;29,6615;Standard;1360;Customer1;no;Origin_east;Dest_south;1;21;13;39;0;14pm;GB;1023,558375
2752;1161,36618;Carrier1;DE-HU;38,712206;Standard;7360;Customer3;no;Origin_north;Dest_east;1;30;0;30;-1;16pm;DE;1225,906132
2753;311,489;Carrier2;DE-DE;10,38296667;Mega;7440;Customer4;yes;Origin_west;Dest_north;0;37;3;37;-1;14pm;FR;661,5798365
2754;107,609;Carrier3;DE-DE;3,586966667;Mega;7120;Customer2;yes;Origin_east;Dest_south;0;17;1;30;-1;15pm;PL;630,3977795
2755;331,503;Carrier4;DE-DE;11,0501;Standard;3600;Customer1;yes;Origin_east;Dest_north;1;13;11;11;4;15pm;HU;708,1804857
2756;313,086;Carrier5;DE-DE;10,4362;Standard;4080;Customer1;yes;Origin_south;Dest_west;0;14;4;10;4;16pm;NL;705,4345021
2757;931,728;Carrier6;PL-DE;31,0576;Standard;2160;Customer1;no;Origin_west;Dest_south;0;25;11;21;2;14pm;TR;1030,874307
2758;2374,29907;Carrier7;TR-DE;79,14330233;Standard;800;Customer1;no;Origin_north;Dest_east;1;22;4;27;1;16pm;GB;1850,831121
2759;759,413;Carrier1;DE-FR;25,31376667;Standard;560;Customer1;no;Origin_north;Dest_south;1;17;10;36;0;14pm;DE;930,6651706
2760;817,897;Carrier2;DE-PL;27,26323333;Standard;4400;Customer1;no;Origin_north;Dest_north;0;38;2;5;0;15pm;FR;968,320947
2761;705,243;Carrier3;NL-DE;23,5081;Standard;1040;Customer1;no;Origin_west;Dest_south;1;37;0;21;-1;16pm;PL;898,734449
2762;1177,103;Carrier4;DE-PL;39,23676667;Standard;7680;Customer1;no;Origin_west;Dest_east;0;16;10;40;0;14pm;HU;1204,000392
2763;2621,55491;Carrier5;TR-DE;87,38516367;Standard;960;Customer1;no;Origin_north;Dest_east;1;23;9;11;0;15pm;NL;1983,802389
2764;1110,615;Carrier6;DE-PL;37,0205;Standard;3920;Customer1;no;Origin_west;Dest_west;1;23;3;28;3;14pm;TR;1149,138997
2765;1400,933;Carrier7;GB-DE;46,69776667;Standard;5040;Customer1;no;Origin_south;Dest_south;1;17;10;37;4;15pm;GB;1330,775685
2766;316,037;Carrier1;FR-DE;10,53456667;Standard;7840;Customer1;no;Origin_north;Dest_south;0;33;14;31;1;15pm;DE;715,3761175
2767;560,683;Carrier2;CZ-DE;18,68943333;Mega;640;Customer4;no;Origin_south;Dest_west;0;10;14;7;3;14pm;FR;743,2837031
2768;452,846;Carrier3;DE-DE;15,09486667;Standard;1280;Customer1;yes;Origin_west;Dest_north;1;15;5;33;0;15pm;PL;756,851252
2769;178,004;Carrier4;DE-DE;5,933466667;Standard;3440;Customer1;yes;Origin_west;Dest_west;1;38;7;12;-1;16pm;HU;619,7865239
2770;881,275;Carrier5;FR-DE;29,37583333;Standard;2720;Customer1;no;Origin_south;Dest_north;0;33;14;18;3;15pm;NL;1019,243525
2771;14,052;Carrier6;DE-DE;0,4684;Standard;1200;Customer1;yes;Origin_west;Dest_south;0;35;8;37;0;16pm;TR;519,9264365
2772;1028,323;Carrier7;FR-DE;34,27743333;Standard;4320;Customer1;no;Origin_east;Dest_west;0;28;11;19;-1;16pm;GB;1122,724341
2773;3758,716;Carrier1;TR-DE;125,2905333;Standard;1840;Customer1;no;Origin_east;Dest_south;0;13;12;9;0;14pm;DE;2619,009272
2774;1141,335;Carrier2;FR-DE;38,0445;Standard;4320;Customer1;no;Origin_south;Dest_east;0;31;13;28;3;15pm;FR;1164,934735
2775;884,458;Carrier3;FR-DE;29,48193333;Standard;2480;Customer1;no;Origin_south;Dest_south;1;13;12;35;1;14pm;PL;1010,595519
2776;484,73;Carrier4;DE-CZ;16,15766667;Mega;5760;Customer5;no;Origin_north;Dest_west;1;33;0;40;0;15pm;HU;776,0857136
2777;1026,491;Carrier5;CZ-DE;34,21636667;Mega;7600;Customer4;no;Origin_south;Dest_east;1;10;8;10;3;16pm;NL;1069,329168
2778;1169,227;Carrier6;PL-DE;38,97423333;Standard;7040;Customer1;no;Origin_south;Dest_east;1;25;5;32;3;15pm;TR;1199,556253
2779;1009,437;Carrier7;DE-FR;33,6479;Standard;7040;Customer1;no;Origin_south;Dest_east;0;32;4;26;4;14pm;GB;1143,884095
2780;2842,9388;Carrier1;TR-DE;94,76462667;Standard;1520;Customer1;no;Origin_east;Dest_south;1;38;1;4;4;16pm;DE;2095,912554
2781;294,082;Carrier2;DE-DE;9,802733333;Standard;2400;Customer1;yes;Origin_west;Dest_north;0;39;9;19;-1;15pm;FR;669,8480015
2782;573,278;Carrier3;DE-CZ;19,10926667;Standard;6480;Customer3;no;Origin_north;Dest_east;1;36;3;39;-1;14pm;PL;907,3602382
2783;358,799;Carrier4;DE-DE;11,95996667;Standard;7920;Customer1;yes;Origin_west;Dest_south;1;19;0;10;1;14pm;HU;753,4136768
2784;808,358;Carrier5;FR-DE;26,94526667;Standard;3280;Customer1;no;Origin_east;Dest_west;0;22;6;26;3;15pm;NL;981,6225531
2785;417,435;Carrier6;DE-DE;13,9145;Standard;3280;Customer1;yes;Origin_east;Dest_south;1;14;12;2;1;14pm;TR;763,6773772
2786;1219,384;Carrier7;GB-DE;40,64613333;Standard;3040;Customer1;no;Origin_south;Dest_west;1;34;7;19;0;16pm;GB;1213,758592
2787;1076,52298;Carrier1;DE-GB;35,88409933;Standard;5600;Customer1;no;Origin_north;Dest_west;0;21;3;6;-1;16pm;DE;1141,326529
2788;490,181;Carrier2;DE-DE;16,33936667;Standard;5680;Customer1;yes;Origin_south;Dest_south;0;40;6;10;3;14pm;FR;803,9470398
2789;799,799;Carrier3;NL-DE;26,65996667;Standard;7840;Customer1;no;Origin_south;Dest_east;1;22;8;25;0;15pm;PL;999,3400257
2790;436,681;Carrier4;DE-DE;14,55603333;Standard;7840;Customer1;yes;Origin_west;Dest_north;0;28;0;29;4;14pm;HU;797,2241755
2791;866,903;Carrier5;NL-DE;28,89676667;Standard;6400;Customer1;no;Origin_south;Dest_east;0;25;9;28;2;14pm;NL;1036,376148
2792;1576,399;Carrier6;GB-DE;52,54663333;Standard;6000;Customer1;no;Origin_east;Dest_west;0;40;5;39;1;16pm;TR;1432,765191
2793;3181,87;Carrier7;TR-DE;106,0623333;Standard;560;Customer1;no;Origin_south;Dest_west;1;16;11;37;4;16pm;GB;2308,519275
2794;640,693;Carrier1;FR-DE;21,35643333;Mega;3680;Customer4;no;Origin_east;Dest_east;0;17;13;37;1;16pm;DE;818,5317791
2795;584,56437;Carrier2;DE-CZ;19,485479;Standard;3200;Customer1;no;Origin_north;Dest_north;1;30;7;5;4;14pm;FR;831,7118861
2796;316,942;Carrier3;DE-DE;10,56473333;Mega;5920;Customer5;yes;Origin_south;Dest_west;0;29;14;37;-1;16pm;PL;686,1623232
